wine_id;alcohol;density;pH;quality
827;12.2;0.9943;3.2;6
828;10.2;0.99669;3.46;5
829;10.9;0.99724;3.33;6
830;11.6;0.99643;3.22;7
831;10.7;0.99605;3.52;5
832;12.1;0.99658;3.3;7
833;9.4;0.997;3.44;5
834;9.1;0.99801;3.15;5
835;11.3;0.99416;3.28;7
836;10.4;0.9969;3.13;5
837;10.5;0.99774;3.32;6
838;10.0;0.99712;3.25;5
839;12.9;0.99418;3.34;6
840;11.3;0.99562;3.45;6
841;11.4;0.9947;3.19;7
842;9.4;0.99693;3.44;5
843;9.4;0.99596;3.16;5
844;10.9;0.99556;3.14;6
845;9.4;0.99694;3.45;5
846;9.4;0.99554;3.36;6
847;9.4;0.99918;3.15;5
848;10.1;0.99697;3.39;6
849;12.8;0.99378;3.71;7
850;9.1;0.99554;3.12;6
851;12.9;0.99162;3.47;6
852;11.5;0.99495;3.44;7
853;10.6;0.99676;3.26;7
854;11.7;0.99516;3.26;7
855;12.8;0.9928;3.36;7
856;10.3;0.99603;3.25;5
857;11.7;0.99516;3.26;7
858;12.0;0.99549;3.23;7
859;10.9;0.99722;3.18;5
860;12.3;0.99354;3.25;7
861;10.4;0.9957;3.17;6
862;10.0;0.99604;3.23;5
863;10.0;0.99635;3.38;6
864;11.2;0.99454;3.22;6
865;11.4;0.99598;3.06;6
866;12.6;0.99486;3.27;7
867;12.7;0.99007;2.89;6
868;10.4;0.99636;3.53;5
869;11.9;0.99642;3.2;6
870;10.5;0.99584;3.35;5
871;12.3;0.99506;3.27;6
872;10.5;0.99568;3.32;7
873;10.4;0.99822;3.33;6
874;12.6;0.99364;3.41;6
875;11.6;0.99378;3.49;5
876;10.1;0.99586;3.37;6
877;11.5;0.99488;3.42;7
878;11.0;0.99514;3.35;7
879;9.6;0.99854;3.36;5
880;10.4;0.99592;3.3;6
881;9.7;0.99739;3.2;6
882;10.6;0.99683;3.17;7
883;12.5;0.99356;3.22;7
884;9.2;0.99672;3.35;5
885;12.6;0.9953;3.24;7
886;11.1;0.99692;3.33;6
887;10.2;0.99756;3.58;5
888;9.8;0.99547;3.38;6
889;10.9;0.99859;3.29;7
890;12.2;0.99294;3.36;6
891;11.4;0.99438;3.32;6
892;10.7;0.99612;3.31;6
893;10.4;0.99634;3.49;5
894;10.9;0.99702;3.27;6
895;10.8;0.99704;3.27;6
896;9.2;0.99702;3.03;5
897;12.9;0.99258;3.56;5
898;12.7;0.99426;3.38;7
899;9.1;0.99747;3.13;6
900;12.1;0.99586;3.21;7
901;9.1;0.99784;3.15;5
902;11.6;0.9971;3.19;7
903;9.9;0.9981;3.14;6
904;12.5;0.99462;3.21;8
905;11.4;0.9956;3.3;6
906;11.8;0.99565;3.22;6
907;11.8;0.99418;3.28;6
908;10.2;0.9963;3.29;6
909;12.5;0.99358;3.4;7
910;10.9;0.99572;3.02;7
911;10.8;0.997;3.31;5
912;11.1;0.99498;3.18;7
913;9.2;0.99892;3.2;5
914;9.5;0.9968;3.4;6
915;10.7;0.9972;3.31;6
916;10.2;0.99769;3.44;7
917;11.4;0.99534;3.15;6
918;11.0;0.99817;3.27;5
919;12.3;0.99316;3.01;7
920;11.8;0.99471;3.16;6
921;12.3;0.99316;3.01;7
922;9.5;0.99685;3.42;6
923;12.0;0.99617;3.33;6
924;9.6;0.99529;3.12;5
925;11.6;0.99738;3.38;7
926;11.2;0.994;3.29;6
927;9.9;0.99735;3.02;7
928;11.8;0.99451;2.98;8
929;11.4;0.99546;3.35;6
930;11.5;0.99479;3.43;6
931;12.0;0.99615;3.33;7
932;10.8;0.99655;3.35;6
933;10.5;0.99772;3.15;5
934;9.4;0.99666;3.2;5
935;12.5;0.99358;3.15;7
936;12.4;0.99392;3.11;6
937;12.0;0.99388;3.35;6
938;11.2;0.99402;3.45;6
939;12.4;0.9936;3.28;6
940;12.8;0.99374;3.41;5
941;12.3;0.99376;3.21;6
942;11.7;0.99523;3.27;7
943;9.5;0.99855;3.36;5
944;10.8;0.9982;3.17;6
945;10.0;0.99593;3.25;6
946;12.3;0.99471;3.78;7
947;11.0;0.99396;3.29;6
948;9.5;0.99698;3.12;6
949;13.6;0.9902;3.49;6
950;11.3;0.99572;3.38;6
951;13.3;0.99252;3.3;6
952;12.9;0.99256;3.52;5
953;13.1;0.99235;3.2;8
954;12.3;0.99352;3.44;6
955;12.3;0.9922;3.45;6
956;11.2;0.99674;3.12;6
957;11.5;0.99557;3.62;4
958;11.3;0.99394;3.14;7
959;13.5;0.9915;3.39;6
960;11.5;0.99379;3.51;6
961;10.0;0.9984;3.22;5
962;10.5;0.99798;3.21;6
963;10.4;0.9977;3.18;6
964;9.5;0.99341;3.32;5
965;13.6;0.9933;3.38;7
966;11.2;0.99684;3.37;7
967;11.8;0.99524;3.3;7
968;11.9;0.9946;3.38;6
969;11.4;0.99774;3.22;6
970;9.1;0.99786;3.14;5
971;9.5;0.99764;3.34;6
972;9.5;0.9969;3.41;6
973;11.0;0.99624;3.27;6
974;11.4;0.99354;3.3;6
975;10.0;0.99672;3.61;6
976;10.1;0.99588;3.43;5
977;10.4;0.99672;3.53;6
978;9.8;0.996;3.28;6
979;11.8;0.99702;3.21;7
980;11.6;0.99526;3.39;6
981;12.0;0.99585;3.23;6
982;12.8;0.99473;3.3;7
983;12.5;0.99352;3.46;6
984;9.8;0.99616;3.15;5
985;11.1;0.99622;3.23;6
986;11.4;0.99544;3.59;6
987;11.8;0.99524;3.33;7
988;12.9;0.9924;3.46;7
989;10.6;0.99572;3.42;6
990;10.8;0.99728;3.16;5
991;11.1;0.99676;3.14;7
992;10.2;0.99551;3.21;6
993;11.8;0.99434;3.14;7
994;10.0;0.99692;3.29;5
995;9.4;0.99634;3.01;5
996;10.2;0.99709;2.94;5
997;12.4;0.99528;3.32;7
998;12.0;0.99384;3.21;6
999;11.5;0.99502;3.32;6
1000;10.5;0.99667;3.2;6
1001;10.8;0.99522;3.42;6
1002;12.3;0.99649;3.27;6
1003;9.5;0.99716;3.46;6
1004;11.5;0.99541;3.61;6
1005;11.2;0.99572;3.58;4
1006;12.7;0.99318;3.35;7
1007;11.4;0.99346;3.68;5
1008;11.0;0.99599;3.27;6
1009;11.4;0.99478;3.19;5
1010;10.5;0.99754;3.38;6
1011;9.3;0.99572;3.29;5
1012;10.9;0.99538;3.36;5
1013;11.9;0.99346;3.33;6
1014;12.2;0.9963;3.52;5
1015;9.6;0.99616;3.3;4
1016;12.5;0.99652;3.28;6
1017;10.8;0.99551;3.56;5
1018;12.4;0.99439;3.52;7
1019;10.8;0.99551;3.56;5
1020;9.5;0.99588;3.22;6
1021;9.5;0.99633;3.52;6
1022;9.5;0.99686;3.21;6
1023;9.8;0.99458;3.16;6
1024;10.9;0.9951;3.15;6
1025;11.2;0.99419;3.27;7
1026;11.7;0.99516;3.35;8
1027;9.4;0.99878;3.14;5
1028;11.0;0.99534;3.4;7
1029;10.0;0.99752;3.35;5
1030;11.2;0.99428;3.45;7
1031;10.4;0.99498;3.35;6
1032;9.3;0.9957;3.32;5
1033;10.5;0.99659;3.15;6
1034;10.4;0.99628;3.1;6
1035;11.3;0.99488;3.26;6
1036;9.5;0.99677;3.29;6
1037;12.0;0.99408;3.23;6
1038;10.6;0.996;3.24;6
1039;10.9;0.99478;3.2;6
1040;11.5;0.99734;3.28;6
1041;9.6;0.99678;3.26;6
1042;12.0;0.99638;3.23;6
1043;10.3;0.9992;3.07;6
1044;9.4;0.99922;3.15;5
1045;9.2;0.99592;3.02;5
1046;9.6;0.99769;3.27;5
1047;13.6;0.99157;3.68;7
1048;9.5;0.99718;3.4;5
1049;11.8;0.9947;3.37;6
1050;10.8;0.99621;3.38;5
1051;9.3;0.99614;3.23;4
1052;12.8;0.99242;3.39;6
1053;11.5;0.99572;3.3;4
1054;9.4;0.99659;3.26;6
1055;9.6;0.99798;3.38;4
1056;11.8;0.99488;3.45;4
1057;9.3;0.99494;3.1;5
1058;9.8;0.99729;3.16;5
1059;12.2;0.99414;3.22;6
1060;9.5;0.9983;3.37;5
1061;10.3;0.99721;3.33;6
1062;10.5;0.99655;3.49;5
1063;10.0;0.99502;3.12;5
1064;11.1;0.9949;3.41;6
1065;10.9;0.99514;3.4;6
1066;9.8;0.9963;3.28;5
1067;9.8;0.99627;3.45;5
1068;9.5;0.99569;3.43;5
1069;10.9;0.99628;3.4;5
1070;11.0;0.99358;3.47;5
1071;9.2;0.99499;3.1;5
1072;11.0;0.99633;3.32;6
1073;11.3;0.99538;3.44;6
1074;9.3;0.99632;3.02;5
1075;11.2;0.99437;3.59;4
1076;9.8;0.99726;3.15;5
1077;9.6;0.9978;3.37;4
1078;11.8;0.99456;3.38;6
1079;10.3;0.99564;3.38;6
1080;11.4;0.996;3.1;6
1081;9.5;0.99668;3.47;6
1082;14.0;0.9908;3.5;8
1083;14.0;0.99084;3.7;6
1084;11.7;0.9935;3.38;6
1085;11.2;0.99385;3.5;5
1086;9.3;0.99494;3.1;5
1087;11.2;0.9944;3.24;6
1088;9.5;0.99688;3.24;6
1089;12.0;0.99566;3.28;4
1090;9.7;0.99636;3.35;6
1091;11.5;0.9948;3.14;7
1092;10.4;0.9956;3.37;6
1093;10.9;0.99619;3.33;6
1094;10.2;0.99734;3.26;6
1095;10.9;0.99476;3.39;5
1096;10.5;0.99734;3.15;5
1097;12.4;0.99328;3.35;6
1098;13.0;0.99286;3.22;5
1099;10.2;0.99914;3.3;5
1100;11.0;0.99521;3.36;5
1101;10.9;0.99638;3.29;6
1102;12.4;0.99362;3.62;6
1103;9.7;0.99672;3.34;4
1104;9.5;0.99558;3.2;5
1105;12.1;0.99323;3.35;6
1106;12.2;0.99191;3.45;6
1107;10.9;0.99476;3.5;3
1108;12.5;0.99444;3.78;6
1109;11.7;0.99598;3.6;6
1110;11.2;0.99576;3.3;6
1111;11.2;0.99501;3.36;5
1112;9.2;0.9955;3.12;5
1113;9.8;0.99612;3.3;5
1114;10.1;0.9979;3.29;5
1115;11.1;0.99524;3.41;4
1116;9.2;0.996;3.28;5
1117;12.8;0.9929;3.33;6
1118;10.5;0.99532;3.34;5
1119;10.1;0.99558;3.4;6
1120;10.1;0.99556;3.4;6
1121;9.8;0.99616;3.26;6
1122;12.5;0.99258;4.01;6
1123;11.9;0.99638;3.18;6
1124;9.1;0.99652;2.9;6
1125;10.1;0.99796;3.26;5
1126;12.5;0.99258;4.01;6
1127;11.4;0.99392;3.18;5
1128;11.0;0.99495;3.18;7
1129;10.6;0.9948;3.39;6
1130;9.3;0.9955;3.34;5
1131;9.8;0.99616;3.29;6
1132;9.2;0.99668;3.26;5
1133;9.7;0.99581;3.09;6
1134;9.6;0.9976;3.18;5
1135;10.0;0.99608;3.39;5
1136;12.6;0.99387;3.38;6
1137;9.5;0.99448;3.36;5
1138;10.5;0.99538;3.36;6
1139;10.4;0.99589;3.37;6
1140;11.0;0.99852;3.09;5
1141;10.2;0.99613;3.25;6
1142;11.4;0.99472;3.52;5
1143;9.5;0.99587;3.34;5
1144;10.8;0.99518;3.41;5
1145;10.0;0.99654;3.34;5
1146;11.8;0.99332;3.32;6
1147;10.3;0.9969;3.37;5
1148;10.0;0.99568;3.35;5
1149;10.1;0.99464;3.36;5
1150;10.1;0.99464;3.36;5
1151;11.1;0.99648;3.6;6
1152;9.5;0.99736;3.28;5
1153;10.03333333;0.99704;3.07;6
1154;10.9;0.99699;3.24;5
1155;10.1;0.99724;3.36;5
1156;9.8;0.99652;3.29;4
1157;11.8;0.995;3.46;6
1158;9.5;0.9971;3.18;5
1159;9.8;0.99576;3.24;5
1160;10.5;0.99725;3.25;6
1161;9.8;0.99656;3.27;6
1162;10.4;0.99396;3.33;4
1163;9.2;0.99623;3.0;5
1164;11.6;0.99476;3.21;6
1165;9.3;0.99664;3.24;5
1166;9.8;0.99471;3.32;3
1167;9.9;0.99586;3.26;5
1168;10.0;0.9946;3.11;5
1169;12.2;0.9953;3.71;6
1170;9.9;0.99609;3.29;6
1171;10.8;0.99557;3.36;6
1172;9.6;0.99534;3.38;5
1173;9.9;0.99613;3.3;5
1174;9.5;0.99593;3.19;5
1175;9.2;0.99668;3.19;5
1176;9.6;0.9961;3.3;5
1177;10.3;0.99718;3.35;5
1178;9.7;0.99524;3.1;5
1179;12.5;0.99292;3.58;6
1180;11.0;0.99612;3.37;5
1181;9.8;0.9942;3.17;5
1182;10.2;0.99612;3.3;5
1183;9.2;0.99669;3.32;5
1184;9.55;0.99745;3.31;6
1185;9.55;0.99745;3.31;5
1186;9.9;0.99584;3.28;5
1187;10.2;0.9966;3.52;7
1188;11.1;0.9956;3.42;6
1189;9.9;0.9962;3.25;5
1190;11.9;0.9963;3.44;6
1191;10.0;0.996;3.23;8
1192;10.7;0.9985;3.43;6
1193;11.3;0.9952;3.28;7
1194;10.9;0.9974;3.22;6
1195;10.7;0.995;3.54;6
1196;12.4;0.995;3.27;7
1197;11.9;0.9936;3.5;6
1198;10.6;0.9963;3.56;6
1199;10.1;0.9963;3.04;5
1200;9.6;0.9994;3.2;5
1201;9.4;0.9966;3.56;5
1202;12.1;0.9952;3.35;7
1203;9.8;0.995;3.16;5
1204;9.9;0.9956;3.27;5
1205;9.4;0.9965;3.34;5
1206;11.4;0.9956;3.39;6
1207;11.0;0.9968;3.5;4
1208;9.6;0.9974;3.26;6
1209;12.1;0.9971;3.41;6
1210;11.2;0.9957;3.3;5
1211;11.0;0.9962;3.31;5
1212;11.3;0.996;3.33;5
1213;10.4;0.9956;3.37;5
1214;9.9;0.9958;3.26;6
1215;11.7;0.9944;3.48;6
1216;10.1;0.9955;3.42;7
1217;9.0;1.00369;3.18;6
1218;8.5;0.99914;3.15;5
1219;11.1;0.99577;3.53;5
1220;10.3;0.996;3.41;5
1221;11.06666667;0.99566;3.32;6
1222;11.3;0.9947;3.23;7
1223;9.566666667;0.99713;3.16;6
1224;9.8;0.99712;3.4;5
1225;11.7;0.99322;3.38;5
1226;11.1;0.99566;3.32;6
1227;9.6;0.99713;3.16;6
1228;9.7;0.99701;3.4;5
1229;9.7;0.99683;3.4;5
1230;11.3;0.99472;3.23;8
1231;11.0;0.99732;3.33;7
1232;11.6;0.99374;3.35;7
1233;9.0;0.99706;3.41;5
1234;10.9;0.99974;3.21;6
1235;10.9;0.99467;3.5;6
1236;10.55;0.99236;3.3;6
1237;10.5;0.99603;3.39;5
1238;11.9;0.99458;3.32;7
1239;10.4;0.99724;3.41;6
1240;10.0;0.99664;3.59;4
1241;10.4;0.99545;3.36;6
1242;10.8;0.99522;3.34;6
1243;9.7;0.9958;3.41;5
1244;10.0;0.99728;3.3;7
1245;11.0;0.99648;3.52;4
1246;9.7;0.99705;3.31;3
1247;9.7;0.99578;2.88;5
1248;12.6;0.99334;3.43;5
1249;11.1;0.99656;3.38;6
1250;11.0;0.99336;3.38;5
1251;8.8;1.00242;3.16;5
1252;13.56666667;0.99182;3.54;7
1253;13.6;0.99182;3.54;7
1254;10.2;0.99808;3.4;3
1255;10.6;0.99828;3.39;5
1256;10.1;0.99498;3.66;4
1257;10.3;0.99719;3.33;4
1258;10.7;0.99542;3.35;5
1259;10.9;0.99592;3.53;4
1260;9.7;0.99606;3.37;5
1261;10.3;0.99546;3.38;5
1262;10.6;0.99496;3.52;5
1263;11.4;0.9942;3.72;5
1264;10.8;0.99448;3.44;6
1265;12.4;0.99344;3.39;6
1266;11.95;0.99348;3.57;5
1267;9.7;0.99636;3.26;5
1268;10.0;0.99459;3.42;7
1269;10.6;0.99492;3.35;6
1270;11.5;0.99508;3.45;6
1271;10.8;0.99582;3.53;6
1272;9.6;0.99508;3.26;5
1273;9.4;0.99642;3.16;5
1274;9.8;0.99638;3.31;5
1275;11.0;0.99555;3.51;6
1276;11.4;0.99605;3.36;6
1277;9.95;0.996;3.55;3
1278;10.8;0.99562;3.51;6
1279;10.6;0.99814;3.38;6
1280;11.1;0.9941;3.28;5
1281;9.7;0.99661;3.47;6
1282;9.8;0.99712;3.44;5
1283;10.4;0.99588;3.53;6
1284;10.5;0.99294;3.33;6
1285;9.233333333;0.99842;3.53;6
1286;9.25;0.99842;3.53;6
1287;10.6;0.99633;3.42;5
1288;10.3;0.99489;3.38;6
1289;10.5;0.99647;3.32;5
1290;10.2;0.99665;3.44;5
1291;9.05;0.99585;3.39;4
1292;10.4;0.9953;3.34;5
1293;10.0;0.99522;3.39;6
1294;9.7;0.99552;3.33;5
1295;9.6;0.99553;3.3;6
1296;10.8;0.9951;3.29;6
1297;10.1;0.99714;3.31;6
1298;10.2;0.99608;3.42;6
1299;11.3;0.99444;3.42;6
1300;10.2;0.99631;3.6;5
1301;9.9;0.99573;3.21;6
1302;9.0;0.99717;3.39;5
1303;11.7;0.99397;3.42;7
1304;9.7;0.9959;3.36;6
1305;10.3;0.99528;3.6;6
1306;10.2;0.99484;3.5;6
1307;12.0;0.99538;3.57;5
1308;9.9;0.99714;3.46;5
1309;11.6;0.99646;3.56;6
1310;10.9;0.99666;3.4;7
1311;10.75;0.99472;3.3;6
1312;10.4;0.99758;3.25;6
1313;11.2;0.9955;3.17;7
1314;10.1;0.99531;3.36;6
1315;10.2;0.99575;3.36;5
1316;12.1;0.99306;3.55;5
1317;10.4;0.99783;3.1;5
1318;11.4;0.99419;3.24;8
1319;9.5;0.99783;3.45;5
1320;9.4;0.99768;3.44;5
1321;11.3;0.99586;3.51;6
1322;9.4;0.99765;3.41;5
1323;11.0;0.99627;3.54;6
1324;10.55;0.99514;3.44;7
1325;9.9;0.99636;3.53;5
1326;9.5;0.99787;3.22;5
1327;9.9;0.99622;3.21;5
1328;10.1;0.99546;3.29;5
1329;10.9;0.99489;3.39;6
1330;11.2;0.99494;3.34;6
1331;9.2;0.99629;3.34;5
1332;11.5;0.99396;3.48;6
1333;12.4;0.9934;3.37;6
1334;11.1;0.99514;3.44;6
1335;9.5;0.99632;3.33;5
1336;12.5;0.99467;3.58;6
1337;10.5;0.99677;3.39;6
1338;11.8;0.99474;3.26;6
1339;10.8;0.99588;3.3;6
1340;11.9;0.99622;3.54;6
1341;11.3;0.9954;3.42;6
1342;11.3;0.99402;3.54;5
1343;11.9;0.9947;3.36;6
1344;11.9;0.99362;3.57;5
1345;9.8;0.99578;3.33;5
1346;11.6;0.99484;3.29;7
1347;11.5;0.99494;3.3;6
1348;11.4;0.99492;3.34;6
1349;10.9;0.99483;3.55;6
1350;12.8;0.99414;3.27;6
1351;9.2;0.9977;3.29;5
1352;11.6;0.99314;3.32;6
1353;11.6;0.99402;3.67;6
1354;11.0;0.99574;3.42;6
1355;9.5;0.99651;3.42;6
1356;10.5;0.9949;3.45;5
1357;11.2;0.99512;3.52;6
1358;10.2;0.99547;3.57;5
1359;11.0;0.99549;3.39;6
1360;8.8;1.001;3.0;6
1361;9.5;0.994;3.3;6
1362;10.1;0.9951;3.26;6
1363;9.9;0.9956;3.19;6
1364;9.6;0.9949;3.18;6
1365;11.0;0.9938;3.22;6
1366;12.0;0.9908;2.99;5
1367;9.7;0.9947;3.14;5
1368;10.8;0.992;3.18;5
1369;12.4;0.9912;3.54;7
1370;9.7;1.0002;2.98;5
1371;11.4;0.9914;3.25;7
1372;9.6;0.9928;3.24;6
1373;12.8;0.9892;3.33;8
1374;11.3;0.9917;3.12;6
1375;9.5;0.9955;3.22;5
1376;11.0;0.9912;3.17;7
1377;10.5;0.993;3.47;8
1378;9.3;0.9937;3.05;5
1379;10.0;0.9951;3.42;6
1380;10.4;0.9955;3.25;6
1381;10.0;0.993;3.45;6
1382;10.5;0.9961;3.38;6
1383;11.6;0.9914;3.19;6
1384;12.3;0.9906;3.1;7
1385;10.0;0.9974;3.2;6
1386;10.2;0.9934;3.47;6
1387;10.8;0.992;3.19;6
1388;9.0;0.9939;3.42;6
1389;10.2;0.9962;3.37;5
1390;12.8;0.9905;3.19;5
1391;10.0;0.9934;3.24;5
1392;11.2;0.9906;3.13;6
1393;8.6;0.9999;3.21;5
1394;9.4;0.9937;3.11;6
1395;9.4;0.9937;3.1;6
1396;9.8;0.9954;3.13;6
1397;9.5;0.9934;3.22;6
1398;9.5;0.9934;3.24;6
1399;10.0;0.9931;3.16;7
1400;9.8;0.994;3.27;4
1401;9.8;0.9939;3.25;5
1402;9.8;0.995;3.36;5
1403;11.7;0.9917;3.35;6
1404;11.0;0.9914;3.34;7
1405;10.9;0.991;3.32;7
1406;10.9;0.9911;3.31;6
1407;9.1;0.993;3.05;6
1408;11.0;0.9908;3.13;6
1409;9.6;0.9962;3.09;6
1410;8.9;0.9972;3.3;6
1411;10.2;0.9931;3.11;6
1412;9.9;0.9926;3.36;6
1413;8.6;0.9951;3.03;6
1414;10.5;0.991;3.02;5
1415;10.3;0.9927;3.15;6
1416;9.1;0.9934;3.22;5
1417;12.6;0.9903;3.22;7
1418;9.8;0.992;3.14;5
1419;10.7;0.9926;3.33;8
1420;9.5;0.9962;3.13;5
1421;9.0;0.9956;3.1;6
1422;9.5;0.9958;3.32;5
1423;10.0;0.9964;3.69;5
1424;9.1;0.9941;2.95;6
1425;12.7;0.9898;3.26;7
1426;12.0;0.9912;3.31;7
1427;9.3;0.9961;2.94;5
1428;9.0;0.9949;3.27;5
1429;10.6;0.9929;3.39;6
1430;9.2;0.9985;3.21;6
1431;10.0;0.9946;3.17;5
1432;9.5;0.9966;3.33;6
1433;8.7;0.9974;3.11;5
1434;8.7;0.9975;3.12;6
1435;8.7;0.9974;3.09;6
1436;9.7;0.9972;3.22;6
1437;9.0;0.9957;3.12;5
1438;12.6;0.99;3.26;7
1439;12.6;0.9899;3.25;7
1440;11.5;0.9916;3.21;7
1441;9.2;0.9969;3.04;6
1442;8.8;0.9979;3.14;6
1443;11.4;0.9913;2.95;7
1444;10.1;0.9956;2.89;4
1445;9.1;0.9975;3.0;5
1446;9.4;0.9962;3.4;5
1447;9.4;0.997;3.34;5
1448;9.0;1.0;2.99;5
1449;9.2;0.9974;3.2;6
1450;9.1;0.999;3.16;6
1451;10.3;0.9927;3.27;5
1452;8.8;0.9959;2.89;6
1453;8.9;1.0;3.04;5
1454;9.2;0.9982;3.01;5
1455;9.1;0.9968;3.22;5
1456;9.7;0.994;3.63;4
1457;11.3;0.9914;3.31;6
1458;11.8;0.9911;3.19;6
1459;9.2;0.9982;3.04;5
1460;10.2;0.9934;3.22;5
1461;8.8;0.9984;3.01;5
1462;9.7;0.9952;3.29;5
1463;9.1;0.9952;3.29;6
1464;9.8;0.9928;3.21;6
1465;11.0;0.9912;3.27;6
1466;10.5;0.994;3.14;5
1467;9.7;0.9958;3.45;7
1468;10.9;0.9924;3.3;7
1469;10.9;0.9924;3.31;6
1470;10.6;0.994;3.39;5
1471;9.0;0.9979;3.23;5
1472;9.2;0.9982;3.24;5
1473;8.9;0.9961;3.19;5
1474;9.6;0.9979;3.26;5
1475;10.7;0.992;3.12;6
1476;8.7;0.9975;3.16;5
1477;10.8;0.9917;3.15;7
1478;11.8;0.9923;3.23;6
1479;10.2;0.9927;3.3;5
1480;10.8;0.992;3.21;6
1481;9.7;0.9947;3.18;6
1482;11.2;0.9921;3.12;6
1483;10.9;0.9905;3.0;6
1484;10.1;0.9918;3.28;6
1485;9.0;0.9951;3.38;4
1486;12.0;0.9917;3.38;7
1487;9.4;0.994;2.99;6
1488;11.5;0.9934;3.12;7
1489;9.9;0.9968;3.14;6
1490;10.4;0.9919;3.14;5
1491;9.7;0.9966;3.06;6
1492;8.9;0.9979;2.89;6
1493;12.4;0.9898;3.29;7
1494;12.1;0.9894;3.36;8
1495;9.1;0.998;2.98;5
1496;10.6;0.9932;3.28;5
1497;9.5;0.997;3.15;5
1498;9.8;0.9972;3.16;5
1499;9.6;0.9974;3.14;6
1500;12.6;0.9896;3.08;7
1501;9.3;0.9968;3.08;5
1502;10.0;0.9958;2.87;5
1503;12.7;0.9906;3.12;6
1504;11.0;0.9917;3.13;6
1505;11.4;0.9902;3.03;4
1506;11.5;0.9918;3.35;7
1507;10.2;0.999;3.09;5
1508;11.4;0.9927;3.11;6
1509;12.6;0.991;3.03;4
1510;9.4;0.9972;3.28;5
1511;8.7;0.9931;3.11;4
1512;9.2;0.995;3.19;6
1513;9.3;0.9951;3.19;6
1514;9.2;0.9936;3.09;5
1515;8.7;1.001;2.93;5
1516;9.6;0.9979;3.18;6
1517;9.3;0.997;3.02;5
1518;9.3;0.9972;3.02;5
1519;9.9;0.9954;3.12;6
1520;11.0;0.9924;3.15;5
1521;12.7;0.9906;3.26;8
1522;8.9;0.9962;3.09;4
1523;8.9;0.9962;3.09;6
1524;11.4;0.9928;3.02;6
1525;9.6;0.9942;3.36;5
1526;9.1;0.9942;3.02;5
1527;9.1;0.9942;3.02;6
1528;9.1;0.9942;3.01;5
1529;8.9;0.9961;3.13;5
1530;8.8;0.998;3.1;5
1531;9.3;0.9984;3.15;5
1532;9.6;0.9973;3.2;5
1533;12.0;0.9949;3.33;6
1534;10.2;0.9924;3.28;4
1535;8.8;0.9972;3.15;5
1536;9.2;0.9958;3.21;5
1537;9.9;0.9968;2.99;4
1538;10.2;0.9938;3.32;5
1539;9.5;0.993;3.22;6
1540;10.5;0.994;3.31;5
1541;11.2;0.9918;3.32;7
1542;9.7;0.9944;3.44;6
1543;11.1;0.9912;3.3;7
1544;9.4;0.9961;3.31;5
1545;11.0;0.9939;3.03;5
1546;9.4;0.9989;3.31;5
1547;11.0;0.9938;3.04;5
1548;9.1;0.9971;3.0;6
1549;9.1;0.9936;3.42;6
1550;10.4;0.9929;3.39;6
1551;8.7;0.9998;3.32;5
1552;9.7;0.9938;3.5;6
1553;9.1;0.9969;3.17;6
1554;8.9;0.9972;3.37;4
1555;9.6;0.9976;3.34;6
1556;9.5;0.9976;3.31;6
1557;9.0;0.9979;3.09;6
1558;9.6;0.9972;3.27;6
1559;11.1;0.9918;3.34;7
1560;9.6;0.9982;3.48;6
1561;8.7;0.9985;3.2;5
1562;10.4;0.9944;3.13;5
1563;11.4;0.9903;3.15;7
1564;9.7;0.9934;3.3;6
1565;8.7;0.9975;3.14;5
1566;11.3;0.9923;3.37;6
1567;12.6;0.99;3.16;7
1568;10.9;0.9905;3.25;7
1569;10.9;0.9905;3.25;7
1570;10.0;0.996;3.38;5
1571;10.0;0.9964;3.72;4
1572;9.8;0.998;3.02;3
1573;11.7;0.9913;3.53;3
1574;9.3;0.9932;3.21;6
1575;9.6;0.9935;3.32;8
1576;11.0;0.9927;3.27;7
1577;11.8;0.9912;3.32;6
1578;11.4;0.9904;3.28;4
1579;10.2;0.9939;3.32;6
1580;8.9;0.9996;2.93;5
1581;10.2;0.9944;3.17;5
1582;9.6;0.9977;3.08;6
1583;10.6;0.9912;3.1;6
1584;9.2;0.9965;3.25;6
1585;9.7;0.9944;3.34;5
1586;9.7;0.9945;3.34;6
1587;9.7;0.9944;3.34;6
1588;9.7;0.9944;3.33;5
1589;9.3;0.9972;3.29;5
1590;9.0;0.9949;3.24;5
1591;9.5;0.9966;3.05;5
1592;9.8;0.9954;3.14;6
1593;9.8;0.9954;3.14;6
1594;10.6;0.9915;2.89;5
1595;10.6;0.9919;3.05;4
1596;12.4;0.9916;3.26;7
1597;12.6;0.99;3.19;8
1598;12.3;0.9909;3.3;8
1599;10.5;0.9938;3.08;4
1600;9.3;0.9982;3.19;5
1601;8.8;0.9988;3.12;5
1602;8.8;0.9961;3.08;5
1603;9.7;0.9978;3.22;6
1604;9.0;0.9979;2.98;7
1605;10.5;0.9945;3.52;6
1606;9.1;1.0;2.96;5
1607;9.8;0.9957;3.44;7
1608;8.5;0.9968;3.23;3
1609;9.4;0.9934;3.37;6
1610;9.4;0.9976;3.09;5
1611;11.2;0.9932;3.19;7
1612;10.0;0.997;3.17;6
1613;10.3;0.9923;3.15;6
1614;10.8;0.9914;3.27;6
