acidity_id;wine_id;fixed_acidity;volatile_acidity;citric_acid
871;871;8.2;0.32;0.42
872;872;7.7;0.58;0.01
873;873;8.6;0.83;0.0
874;874;7.9;0.31;0.32
875;875;6.4;0.795;0.0
876;876;7.2;0.34;0.21
877;877;7.1;0.59;0.0
878;878;7.3;0.55;0.01
879;879;8.1;0.82;0.0
880;880;7.5;0.57;0.08
881;881;8.9;0.745;0.18
882;882;10.1;0.37;0.34
883;883;7.6;0.31;0.34
884;884;7.3;0.91;0.1
885;885;8.7;0.41;0.41
886;886;8.9;0.5;0.21
887;887;7.4;0.965;0.0
888;888;6.9;0.49;0.19
889;889;9.5;0.39;0.41
890;890;6.4;0.39;0.33
891;891;6.9;0.44;0.0
892;892;7.6;0.78;0.0
893;893;7.1;0.43;0.17
894;894;9.3;0.49;0.36
895;895;9.3;0.5;0.36
896;896;8.5;0.46;0.59
897;897;5.6;0.605;0.05
898;898;8.3;0.33;0.42
899;899;8.2;0.64;0.27
900;900;8.9;0.48;0.53
901;901;7.6;0.42;0.25
902;902;9.9;0.53;0.57
903;903;11.6;0.23;0.57
904;904;9.1;0.4;0.5
905;905;8.0;0.38;0.44
906;906;10.2;0.29;0.65
907;907;8.2;0.74;0.09
908;908;7.7;0.61;0.18
909;909;6.6;0.52;0.08
910;910;11.1;0.31;0.53
911;911;8.0;0.62;0.35
912;912;9.3;0.33;0.45
913;913;7.5;0.77;0.2
914;914;7.2;0.35;0.26
915;915;8.0;0.62;0.33
916;916;9.1;0.25;0.34
917;917;9.9;0.32;0.56
918;918;8.6;0.37;0.65
919;919;7.9;0.3;0.68
920;920;10.3;0.27;0.56
921;921;7.9;0.3;0.68
922;922;7.2;0.38;0.3
923;923;8.7;0.42;0.45
924;924;6.8;0.48;0.08
925;925;8.5;0.34;0.4
926;926;7.9;0.19;0.42
927;927;11.6;0.41;0.54
928;928;10.0;0.26;0.54
929;929;7.9;0.34;0.42
930;930;7.0;0.54;0.09
931;931;9.2;0.31;0.36
932;932;6.6;0.725;0.09
933;933;9.4;0.4;0.47
934;934;8.6;0.52;0.38
935;935;8.0;0.31;0.45
936;936;8.4;0.34;0.42
937;937;7.4;0.49;0.27
938;938;6.1;0.48;0.09
939;939;8.0;0.48;0.34
940;940;6.3;0.57;0.28
941;941;8.2;0.23;0.42
942;942;9.1;0.3;0.41
943;943;8.1;0.78;0.1
944;944;10.8;0.47;0.43
945;945;8.3;0.53;0.0
946;946;5.4;0.42;0.27
947;947;7.9;0.33;0.41
948;948;8.9;0.24;0.39
949;949;5.0;0.4;0.5
950;950;7.0;0.69;0.07
951;951;7.1;0.39;0.12
952;952;5.6;0.66;0.0
953;953;7.9;0.54;0.34
954;954;6.6;0.5;0.0
955;955;6.3;0.47;0.0
956;956;10.7;0.4;0.37
957;957;6.5;0.58;0.0
958;958;8.8;0.24;0.35
959;959;5.8;0.29;0.26
960;960;6.3;0.76;0.0
961;961;10.0;0.43;0.33
962;962;10.5;0.43;0.35
963;963;9.1;0.6;0.0
964;964;5.9;0.19;0.21
965;965;7.4;0.36;0.34
966;966;7.2;0.48;0.07
967;967;8.5;0.28;0.35
968;968;8.0;0.25;0.43
969;969;10.4;0.52;0.45
970;970;7.5;0.41;0.15
971;971;8.2;0.51;0.24
972;972;7.3;0.4;0.3
973;973;8.2;0.38;0.32
974;974;6.9;0.45;0.11
975;975;7.0;0.22;0.3
976;976;7.3;0.32;0.23
977;977;8.2;0.2;0.43
978;978;7.8;0.5;0.12
979;979;10.0;0.41;0.45
980;980;7.8;0.39;0.42
981;981;10.0;0.35;0.47
982;982;8.2;0.33;0.32
983;983;6.1;0.58;0.23
984;984;8.3;0.6;0.25
985;985;9.6;0.42;0.35
986;986;6.6;0.58;0.0
987;987;8.5;0.18;0.51
988;988;5.1;0.51;0.18
989;989;6.7;0.41;0.43
990;990;10.2;0.41;0.43
991;991;10.6;0.36;0.57
992;992;8.8;0.45;0.43
993;993;8.5;0.32;0.42
994;994;9.0;0.785;0.24
995;995;8.5;0.44;0.5
996;996;9.9;0.54;0.26
997;997;8.2;0.33;0.39
998;998;6.5;0.34;0.27
999;999;7.6;0.5;0.29
1000;1000;9.2;0.36;0.34
1001;1001;7.1;0.59;0.0
1002;1002;9.7;0.42;0.46
1003;1003;7.6;0.36;0.31
1004;1004;6.5;0.61;0.0
1005;1005;6.5;0.88;0.03
1006;1006;7.1;0.66;0.0
1007;1007;5.6;0.915;0.0
1008;1008;8.2;0.35;0.33
1009;1009;9.8;0.39;0.43
1010;1010;10.2;0.4;0.4
1011;1011;6.8;0.66;0.07
1012;1012;6.7;0.64;0.23
1013;1013;7.0;0.43;0.3
1014;1014;6.6;0.8;0.03
1015;1015;8.8;0.955;0.05
1016;1016;9.1;0.4;0.57
1017;1017;6.5;0.885;0.0
1018;1018;7.2;0.25;0.37
1019;1019;6.4;0.885;0.0
1020;1020;7.0;0.745;0.12
1021;1021;6.2;0.43;0.22
1022;1022;7.9;0.58;0.23
1023;1023;7.7;0.57;0.21
1024;1024;7.7;0.26;0.26
1025;1025;7.9;0.34;0.36
1026;1026;8.6;0.42;0.39
1027;1027;9.9;0.74;0.19
1028;1028;7.2;0.36;0.46
1029;1029;9.9;0.72;0.55
1030;1030;6.2;0.39;0.43
1031;1031;6.8;0.65;0.02
1032;1032;6.6;0.44;0.15
1033;1033;9.6;0.38;0.42
1034;1034;10.2;0.33;0.46
1035;1035;8.8;0.27;0.46
1036;1036;7.9;0.57;0.31
1037;1037;8.2;0.34;0.37
1038;1038;8.2;0.4;0.31
1039;1039;9.0;0.39;0.4
1040;1040;10.9;0.32;0.52
1041;1041;8.1;0.53;0.22
1042;1042;10.5;0.36;0.47
1043;1043;12.6;0.39;0.49
1044;1044;9.2;0.46;0.23
1045;1045;7.5;0.58;0.03
1046;1046;9.0;0.58;0.25
1047;1047;5.1;0.42;0.0
1048;1048;7.6;0.43;0.29
1049;1049;7.7;0.18;0.34
1050;1050;7.8;0.815;0.01
1051;1051;10.2;0.23;0.37
1052;1052;7.1;0.75;0.01
1053;1053;6.0;0.33;0.32
1054;1054;7.8;0.55;0.0
1055;1055;8.1;0.73;0.0
1056;1056;6.5;0.67;0.0
1057;1057;7.5;0.61;0.2
1058;1058;9.8;0.37;0.39
1059;1059;9.0;0.4;0.41
1060;1060;8.3;0.56;0.22
1061;1061;5.9;0.29;0.25
1062;1062;7.4;0.55;0.19
1063;1063;7.4;0.74;0.07
1064;1064;6.9;0.41;0.33
1065;1065;7.1;0.6;0.01
1066;1066;7.5;0.58;0.14
1067;1067;7.1;0.72;0.0
1068;1068;7.9;0.66;0.0
1069;1069;7.8;0.7;0.06
1070;1070;6.1;0.64;0.02
1071;1071;7.5;0.59;0.22
1072;1072;7.0;0.58;0.28
1073;1073;6.8;0.64;0.0
1074;1074;8.6;0.635;0.68
1075;1075;6.3;1.02;0.0
1076;1076;9.8;0.45;0.38
1077;1077;8.2;0.78;0.0
1078;1078;8.5;0.37;0.32
1079;1079;7.2;0.57;0.05
1080;1080;10.4;0.43;0.5
1081;1081;6.9;0.41;0.31
1082;1082;5.5;0.49;0.03
1083;1083;5.0;0.38;0.01
1084;1084;7.3;0.44;0.2
1085;1085;5.9;0.46;0.0
1086;1086;7.5;0.58;0.2
1087;1087;7.8;0.58;0.13
1088;1088;8.0;0.715;0.22
1089;1089;8.5;0.4;0.4
1090;1090;7.0;0.69;0.0
1091;1091;9.8;0.3;0.39
1092;1092;7.1;0.46;0.2
1093;1093;7.9;0.765;0.0
1094;1094;8.7;0.63;0.28
1095;1095;7.0;0.42;0.19
1096;1096;11.3;0.37;0.5
1097;1097;7.1;0.16;0.44
1098;1098;8.0;0.6;0.08
1099;1099;7.0;0.6;0.3
1100;1100;7.6;0.74;0.0
1101;1101;8.2;0.635;0.1
1102;1102;5.9;0.395;0.13
1103;1103;7.5;0.755;0.0
1104;1104;6.6;0.63;0.0
1105;1105;7.2;0.53;0.14
1106;1106;5.7;0.6;0.0
1107;1107;7.6;1.58;0.0
1108;1108;5.2;0.645;0.0
1109;1109;6.7;0.86;0.07
1110;1110;9.1;0.37;0.32
1111;1111;8.0;0.28;0.44
1112;1112;7.6;0.79;0.21
1113;1113;7.5;0.61;0.26
1114;1114;9.7;0.69;0.32
1115;1115;6.8;0.68;0.09
1116;1116;7.0;0.62;0.1
1117;1117;6.5;0.51;0.15
1118;1118;8.0;1.18;0.21
1119;1119;7.0;0.36;0.21
1120;1120;7.0;0.36;0.21
1121;1121;7.5;0.63;0.27
1122;1122;5.4;0.74;0.0
1123;1123;9.9;0.44;0.46
1124;1124;9.1;0.76;0.68
1125;1125;9.7;0.66;0.34
1126;1126;5.0;0.74;0.0
1127;1127;9.1;0.34;0.42
1128;1128;9.1;0.36;0.39
1129;1129;6.7;0.46;0.24
1130;1130;6.5;0.52;0.11
1131;1131;7.4;0.6;0.26
1132;1132;7.8;0.87;0.26
1133;1133;8.4;0.39;0.1
1134;1134;9.1;0.775;0.22
1135;1135;7.2;0.835;0.0
1136;1136;6.6;0.58;0.02
1137;1137;6.0;0.5;0.0
1138;1138;7.5;0.51;0.02
1139;1139;7.6;0.54;0.02
1140;1140;11.5;0.42;0.48
1141;1141;8.2;0.44;0.24
1142;1142;6.1;0.59;0.01
1143;1143;7.2;0.655;0.03
1144;1144;6.9;0.57;0.0
1145;1145;9.0;0.6;0.29
1146;1146;7.2;0.62;0.01
1147;1147;7.6;0.645;0.03
1148;1148;7.2;0.58;0.03
1149;1149;6.1;0.32;0.25
1150;1150;6.1;0.34;0.25
1151;1151;7.3;0.43;0.24
1152;1152;7.4;0.64;0.17
1153;1153;11.6;0.475;0.4
1154;1154;9.2;0.54;0.31
1155;1155;8.3;0.85;0.14
1156;1156;8.0;0.83;0.27
1157;1157;7.2;0.605;0.02
1158;1158;7.8;0.5;0.09
1159;1159;7.3;0.74;0.08
1160;1160;6.9;0.54;0.3
1161;1161;8.0;0.77;0.32
1162;1162;6.6;0.61;0.0
1163;1163;8.7;0.78;0.51
1164;1164;7.5;0.58;0.56
1165;1165;7.7;0.75;0.27
1166;1166;6.8;0.815;0.0
1167;1167;7.2;0.56;0.26
1168;1168;8.2;0.885;0.2
1169;1169;5.2;0.49;0.26
1170;1170;7.2;0.45;0.15
1171;1171;7.5;0.57;0.02
1172;1172;6.8;0.83;0.09
1173;1173;8.0;0.6;0.22
1174;1174;7.1;0.755;0.15
1175;1175;8.0;0.81;0.25
1176;1176;7.4;0.64;0.07
1177;1177;6.6;0.64;0.31
1178;1178;6.7;0.48;0.02
1179;1179;6.0;0.49;0.0
1180;1180;8.0;0.64;0.22
1181;1181;7.1;0.62;0.06
1182;1182;8.0;0.52;0.25
1183;1183;6.4;0.57;0.14
1184;1184;8.6;0.685;0.1
1185;1185;8.7;0.675;0.1
1186;1186;7.3;0.59;0.26
1187;1187;7.0;0.6;0.12
1188;1188;7.2;0.67;0.0
1189;1189;7.9;0.69;0.21
1190;1190;7.6;0.3;0.42
1191;1191;7.2;0.33;0.33
1192;1192;8.0;0.5;0.39
1193;1193;7.7;0.28;0.3
1194;1194;8.2;0.24;0.34
1195;1195;6.0;0.51;0.0
1196;1196;8.1;0.29;0.36
1197;1197;6.6;0.96;0.0
1198;1198;6.4;0.47;0.4
1199;1199;9.9;0.57;0.25
1200;1200;10.0;0.32;0.59
1201;1201;6.2;0.58;0.0
1202;1202;7.3;0.34;0.33
1203;1203;7.8;0.53;0.01
1204;1204;7.7;0.64;0.21
1205;1205;7.5;0.4;0.18
1206;1206;7.0;0.54;0.0
1207;1207;6.4;0.53;0.09
1208;1208;8.3;0.26;0.37
1209;1209;7.7;0.23;0.37
1210;1210;7.6;0.41;0.33
1211;1211;7.8;0.64;0.0
1212;1212;7.9;0.18;0.4
1213;1213;7.4;0.41;0.24
1214;1214;7.6;0.43;0.31
1215;1215;5.9;0.44;0.0
1216;1216;6.1;0.4;0.16
1217;1217;10.2;0.54;0.37
1218;1218;10.0;0.38;0.38
1219;1219;6.8;0.915;0.29
1220;1220;7.0;0.59;0.0
1221;1221;7.3;0.67;0.02
1222;1222;7.2;0.37;0.32
1223;1223;7.4;0.785;0.19
1224;1224;6.9;0.63;0.02
1225;1225;6.9;0.58;0.2
1226;1226;7.3;0.67;0.02
1227;1227;7.4;0.785;0.19
1228;1228;6.8;0.67;0.0
1229;1229;6.9;0.58;0.01
1230;1230;7.2;0.38;0.31
1231;1231;7.8;0.32;0.44
1232;1232;6.6;0.58;0.02
1233;1233;7.6;0.49;0.33
1234;1234;11.7;0.45;0.63
1235;1235;6.5;0.9;0.0
1236;1236;6.0;0.54;0.06
1237;1237;8.4;0.29;0.4
1238;1238;7.9;0.2;0.35
1239;1239;6.4;0.42;0.09
1240;1240;6.2;0.785;0.0
1241;1241;6.8;0.64;0.03
1242;1242;6.9;0.63;0.01
1243;1243;6.8;0.59;0.1
1244;1244;7.3;0.48;0.32
1245;1245;6.7;1.04;0.08
1246;1246;7.3;0.98;0.05
1247;1247;10.0;0.69;0.11
1248;1248;6.7;0.7;0.08
1249;1249;7.6;0.35;0.6
1250;1250;6.1;0.6;0.08
1251;1251;9.9;0.5;0.5
1252;1252;5.3;0.47;0.11
1253;1253;5.3;0.47;0.11
1254;1254;7.1;0.875;0.05
1255;1255;8.2;0.28;0.6
1256;1256;5.6;0.62;0.03
1257;1257;7.2;0.58;0.54
1258;1258;8.1;0.33;0.44
1259;1259;6.8;0.91;0.06
1260;1260;7.0;0.655;0.16
1261;1261;6.8;0.68;0.21
1262;1262;6.0;0.64;0.05
1263;1263;5.6;0.54;0.04
1264;1264;6.2;0.57;0.1
1265;1265;7.1;0.22;0.49
1266;1266;6.2;0.65;0.06
1267;1267;7.7;0.54;0.26
1268;1268;6.4;0.31;0.09
1269;1269;7.0;0.43;0.02
1270;1270;6.9;0.74;0.03
1271;1271;6.6;0.895;0.04
1272;1272;7.5;0.725;0.04
1273;1273;7.8;0.82;0.29
1274;1274;7.3;0.585;0.18
1275;1275;6.2;0.44;0.39
1276;1276;7.5;0.38;0.57
1277;1277;6.7;0.76;0.02
1278;1278;6.8;0.81;0.05
1279;1279;7.1;0.27;0.6
1280;1280;7.9;0.18;0.4
1281;1281;6.4;0.36;0.21
1282;1282;7.1;0.69;0.04
1283;1283;6.4;0.79;0.04
1284;1284;6.4;0.56;0.15
1285;1285;6.9;0.84;0.21
1286;1286;6.9;0.84;0.21
1287;1287;6.1;0.32;0.25
1288;1288;6.5;0.53;0.06
1289;1289;7.4;0.47;0.46
1290;1290;6.6;0.7;0.08
1291;1291;6.9;0.48;0.2
1292;1292;6.8;0.48;0.25
1293;1293;6.0;0.42;0.19
1294;1294;6.7;0.48;0.08
1295;1295;6.8;0.47;0.08
1296;1296;7.1;0.53;0.07
1297;1297;7.9;0.29;0.49
1298;1298;7.1;0.69;0.08
1299;1299;6.6;0.44;0.09
1300;1300;6.1;0.705;0.1
1301;1301;7.2;0.53;0.13
1302;1302;8.0;0.39;0.3
1303;1303;6.6;0.56;0.14
1304;1304;7.0;0.55;0.13
1305;1305;6.1;0.53;0.08
1306;1306;5.4;0.58;0.08
1307;1307;6.2;0.64;0.09
1308;1308;7.2;0.39;0.32
1309;1309;6.2;0.52;0.08
1310;1310;7.4;0.25;0.29
1311;1311;6.7;0.855;0.02
1312;1312;11.1;0.44;0.42
1313;1313;8.4;0.37;0.43
1314;1314;6.5;0.63;0.33
1315;1315;7.0;0.57;0.02
1316;1316;6.3;0.6;0.1
1317;1317;11.2;0.4;0.5
1318;1318;7.4;0.36;0.3
1319;1319;7.1;0.68;0.0
1320;1320;7.1;0.67;0.0
1321;1321;6.3;0.68;0.01
1322;1322;7.3;0.735;0.0
1323;1323;6.6;0.855;0.02
1324;1324;7.0;0.56;0.17
1325;1325;6.6;0.88;0.04
1326;1326;6.9;0.63;0.33
1327;1327;7.8;0.6;0.26
1328;1328;7.2;0.695;0.13
1329;1329;6.7;0.67;0.02
1330;1330;6.7;0.16;0.64
1331;1331;7.0;0.56;0.13
1332;1332;6.2;0.51;0.14
1333;1333;6.4;0.36;0.53
1334;1334;6.4;0.38;0.14
1335;1335;7.3;0.69;0.32
1336;1336;6.0;0.58;0.2
1337;1337;5.6;0.31;0.78
1338;1338;7.5;0.52;0.4
1339;1339;8.0;0.3;0.63
1340;1340;6.2;0.7;0.15
1341;1341;6.8;0.67;0.15
1342;1342;6.2;0.56;0.09
1343;1343;7.4;0.35;0.33
1344;1344;6.1;0.715;0.1
1345;1345;6.2;0.46;0.29
1346;1346;6.7;0.32;0.44
1347;1347;7.2;0.39;0.44
1348;1348;7.5;0.31;0.41
1349;1349;5.8;0.61;0.11
1350;1350;7.2;0.66;0.33
1351;1351;6.6;0.725;0.2
1352;1352;6.3;0.55;0.15
1353;1353;5.4;0.74;0.09
1354;1354;6.3;0.51;0.13
1355;1355;6.8;0.62;0.08
1356;1356;6.2;0.6;0.08
1357;1357;5.9;0.55;0.1
1358;1358;5.9;0.645;0.12
1359;1359;6.0;0.31;0.47
1360;1360;7.0;0.27;0.36
1361;1361;6.3;0.3;0.34
1362;1362;8.1;0.28;0.4
1363;1363;7.2;0.23;0.32
1364;1364;6.2;0.32;0.16
1365;1365;8.1;0.22;0.43
1366;1366;8.1;0.27;0.41
1367;1367;8.6;0.23;0.4
1368;1368;7.9;0.18;0.37
1369;1369;6.6;0.16;0.4
1370;1370;8.3;0.42;0.62
1371;1371;6.6;0.17;0.38
1372;1372;6.3;0.48;0.04
1373;1373;6.2;0.66;0.48
1374;1374;7.4;0.34;0.42
1375;1375;6.5;0.31;0.14
1376;1376;6.4;0.31;0.38
1377;1377;6.8;0.26;0.42
1378;1378;7.6;0.67;0.14
1379;1379;6.6;0.27;0.41
1380;1380;7.0;0.25;0.32
1381;1381;6.9;0.24;0.35
1382;1382;7.0;0.28;0.39
1383;1383;7.4;0.27;0.48
1384;1384;7.2;0.32;0.36
1385;1385;8.5;0.24;0.39
1386;1386;8.3;0.14;0.34
1387;1387;7.4;0.25;0.36
1388;1388;6.2;0.12;0.34
1389;1389;5.8;0.27;0.2
1390;1390;7.3;0.28;0.43
1391;1391;6.5;0.39;0.23
1392;1392;7.0;0.33;0.32
1393;1393;7.3;0.24;0.39
1394;1394;6.7;0.23;0.39
1395;1395;6.7;0.24;0.39
1396;1396;7.0;0.31;0.26
1397;1397;6.6;0.24;0.27
1398;1398;6.7;0.23;0.26
1399;1399;7.4;0.18;0.31
1400;1400;6.2;0.45;0.26
1401;1401;6.2;0.46;0.25
1402;1402;6.9;0.19;0.35
1403;1403;7.2;0.19;0.31
1404;1404;6.6;0.25;0.29
1405;1405;6.2;0.16;0.33
1406;1406;6.4;0.18;0.35
1407;1407;6.8;0.2;0.59
1408;1408;6.9;0.25;0.35
1409;1409;7.2;0.21;0.34
1410;1410;6.0;0.19;0.26
1411;1411;6.6;0.38;0.15
1412;1412;7.4;0.2;0.36
1413;1413;6.8;0.22;0.24
1414;1414;7.0;0.47;0.07
1415;1415;7.2;0.24;0.27
1416;1416;6.2;0.35;0.03
1417;1417;6.4;0.26;0.24
1418;1418;6.7;0.25;0.13
1419;1419;6.7;0.23;0.31
1420;1420;7.4;0.24;0.29
1421;1421;6.2;0.27;0.43
1422;1422;6.8;0.3;0.23
1423;1423;6.0;0.27;0.28
1424;1424;8.6;0.23;0.46
1425;1425;7.1;0.18;0.36
1426;1426;7.0;0.32;0.34
1427;1427;7.4;0.18;0.3
1428;1428;6.7;0.54;0.28
1429;1429;6.8;0.22;0.31
1430;1430;7.1;0.2;0.34
1431;1431;7.1;0.34;0.2
1432;1432;7.3;0.22;0.3
1433;1433;7.1;0.43;0.61
1434;1434;7.1;0.44;0.62
1435;1435;7.2;0.39;0.63
1436;1436;6.8;0.25;0.31
1437;1437;6.1;0.27;0.43
1438;1438;6.9;0.24;0.33
1439;1439;6.9;0.21;0.33
1440;1440;7.5;0.17;0.32
1441;1441;7.1;0.26;0.29
1442;1442;6.0;0.34;0.66
1443;1443;8.6;0.265;0.36
1444;1444;9.8;0.36;0.46
1445;1445;7.4;0.25;0.37
1446;1446;7.1;0.12;0.32
1447;1447;6.0;0.21;0.24
1448;1448;7.5;0.305;0.4
1449;1449;7.3;0.13;0.32
1450;1450;7.1;0.23;0.35
1451;1451;6.9;0.33;0.28
1452;1452;6.5;0.17;0.54
1453;1453;7.2;0.27;0.46
1454;1454;7.2;0.31;0.5
1455;1455;6.7;0.41;0.34
1456;1456;5.5;0.485;0.0
1457;1457;6.0;0.31;0.24
1458;1458;7.0;0.14;0.4
1459;1459;7.3;0.32;0.48
1460;1460;5.9;0.36;0.04
1461;1461;7.8;0.24;0.32
1462;1462;7.4;0.16;0.31
1463;1463;6.9;0.19;0.28
1464;1464;6.4;0.13;0.47
1465;1465;6.7;0.19;0.36
1466;1466;7.4;0.39;0.23
1467;1467;6.5;0.24;0.32
1468;1468;6.1;0.3;0.56
1469;1469;6.1;0.3;0.56
1470;1470;5.7;0.26;0.25
1471;1471;6.5;0.425;0.4
1472;1472;6.6;0.24;0.27
1473;1473;6.8;0.27;0.22
1474;1474;6.7;0.27;0.31
1475;1475;8.2;0.23;0.4
1476;1476;7.1;0.37;0.67
1477;1477;6.8;0.19;0.36
1478;1478;8.1;0.28;0.39
1479;1479;6.3;0.31;0.34
1480;1480;7.9;0.21;0.4
1481;1481;8.5;0.21;0.41
1482;1482;8.1;0.2;0.4
1483;1483;6.3;0.255;0.37
1484;1484;5.6;0.16;0.27
1485;1485;6.4;0.595;0.14
1486;1486;6.3;0.34;0.33
1487;1487;6.9;0.25;0.3
1488;1488;7.9;0.22;0.38
1489;1489;7.6;0.18;0.46
1490;1490;7.2;0.18;0.41
1491;1491;8.2;0.23;0.4
1492;1492;7.4;0.24;0.42
1493;1493;6.1;0.32;0.24
1494;1494;5.2;0.44;0.04
1495;1495;6.4;0.22;0.56
1496;1496;6.3;0.36;0.3
1497;1497;6.7;0.24;0.35
1498;1498;7.0;0.23;0.36
1499;1499;8.4;0.27;0.46
1500;1500;6.7;0.46;0.18
1501;1501;7.5;0.29;0.31
1502;1502;9.8;0.42;0.48
1503;1503;7.1;0.3;0.46
1504;1504;7.9;0.19;0.45
1505;1505;7.6;0.48;0.37
1506;1506;6.3;0.22;0.43
1507;1507;7.5;0.27;0.31
1508;1508;6.9;0.23;0.4
1509;1509;7.2;0.32;0.47
1510;1510;5.9;0.23;0.3
1511;1511;6.0;0.67;0.07
1512;1512;6.4;0.25;0.32
1513;1513;6.4;0.33;0.31
1514;1514;7.1;0.34;0.15
1515;1515;6.8;0.28;0.4
1516;1516;6.9;0.27;0.4
1517;1517;6.8;0.26;0.56
1518;1518;6.8;0.29;0.56
1519;1519;6.7;0.24;0.41
1520;1520;5.9;0.3;0.23
1521;1521;6.8;0.53;0.35
1522;1522;6.5;0.28;0.28
1523;1523;6.6;0.28;0.28
1524;1524;6.8;0.28;0.36
1525;1525;6.6;0.15;0.34
1526;1526;6.4;0.29;0.44
1527;1527;6.4;0.3;0.45
1528;1528;6.4;0.29;0.44
1529;1529;6.8;0.26;0.24
1530;1530;7.1;0.32;0.24
1531;1531;6.8;0.27;0.26
1532;1532;6.9;0.54;0.32
1533;1533;6.8;0.26;0.34
1534;1534;5.8;0.28;0.35
1535;1535;6.4;0.21;0.5
1536;1536;7.0;0.16;0.32
1537;1537;10.2;0.44;0.88
1538;1538;6.8;0.57;0.29
1539;1539;6.1;0.4;0.31
1540;1540;5.6;0.245;0.25
1541;1541;6.8;0.18;0.38
1542;1542;6.7;0.13;0.29
1543;1543;6.2;0.25;0.25
1544;1544;5.8;0.26;0.24
1545;1545;7.5;0.27;0.36
1546;1546;5.7;0.28;0.24
1547;1547;7.5;0.23;0.36
1548;1548;7.2;0.685;0.21
1549;1549;6.5;0.19;0.3
1550;1550;6.3;0.495;0.22
1551;1551;7.1;0.24;0.41
1552;1552;6.4;0.17;0.32
1553;1553;7.1;0.25;0.32
1554;1554;6.8;0.64;0.08
1555;1555;8.3;0.28;0.4
1556;1556;8.2;0.27;0.39
1557;1557;7.2;0.23;0.38
1558;1558;6.8;0.52;0.32
1559;1559;7.0;0.26;0.59
1560;1560;6.2;0.25;0.21
1561;1561;7.3;0.32;0.23
1562;1562;7.7;0.31;0.26
1563;1563;7.1;0.21;0.37
1564;1564;6.8;0.24;0.34
1565;1565;6.9;0.4;0.56
1566;1566;6.1;0.18;0.36
1567;1567;6.8;0.21;0.27
1568;1568;5.8;0.2;0.27
1569;1569;5.6;0.19;0.26
1570;1570;6.1;0.41;0.14
1571;1571;5.9;0.21;0.28
1572;1572;8.5;0.26;0.21
1573;1573;5.8;0.24;0.44
1574;1574;5.8;0.24;0.39
1575;1575;6.7;0.26;0.39
1576;1576;6.3;0.35;0.3
1577;1577;6.4;0.23;0.39
1578;1578;5.8;0.36;0.38
1579;1579;6.9;0.115;0.35
1580;1580;6.9;0.29;0.4
1581;1581;6.9;0.28;0.4
1582;1582;7.2;0.29;0.4
1583;1583;6.2;0.24;0.35
1584;1584;6.9;0.32;0.26
1585;1585;5.3;0.58;0.07
1586;1586;5.3;0.585;0.07
1587;1587;5.4;0.59;0.07
1588;1588;5.2;0.6;0.07
1589;1589;5.8;0.25;0.26
1590;1590;6.6;0.58;0.3
1591;1591;7.0;0.29;0.54
1592;1592;6.6;0.19;0.41
1593;1593;6.7;0.2;0.41
1594;1594;7.7;0.26;0.4
1595;1595;6.8;0.32;0.34
1596;1596;7.0;0.3;0.49
1597;1597;7.0;0.24;0.36
1598;1598;6.1;0.31;0.58
1599;1599;6.8;0.44;0.37
1600;1600;6.7;0.34;0.3
1601;1601;7.1;0.35;0.24
1602;1602;7.3;0.32;0.25
1603;1603;6.5;0.28;0.33
1604;1604;7.2;0.23;0.39
1605;1605;5.9;0.15;0.31
1606;1606;7.4;0.28;0.42
1607;1607;6.2;0.28;0.22
1608;1608;9.1;0.59;0.38
1609;1609;6.3;0.33;0.27
1610;1610;8.3;0.39;0.7
1611;1611;7.2;0.19;0.46
1612;1612;7.5;0.17;0.44
1613;1613;6.7;0.17;0.5
1614;1614;6.1;0.41;0.0
1615;1615;8.3;0.2;0.35
1616;1616;6.0;0.29;0.21
1617;1617;7.3;0.41;0.24
1618;1618;7.2;0.43;0.24
1619;1619;7.3;0.4;0.24
1620;1620;6.2;0.33;0.27
1621;1621;6.2;0.31;0.26
1622;1622;6.1;0.36;0.27
1623;1623;5.0;0.55;0.14
1624;1624;7.8;0.25;0.41
1625;1625;5.7;0.36;0.21
1626;1626;5.8;0.34;0.21
1627;1627;6.8;0.28;0.6
1628;1628;6.8;0.25;0.34
1629;1629;6.6;0.24;0.35
1630;1630;5.9;0.3;0.47
1631;1631;6.1;0.125;0.25
1632;1632;6.0;0.1;0.24
1633;1633;6.8;0.28;0.44
1634;1634;8.3;0.41;0.51
1635;1635;7.5;0.27;0.31
1636;1636;7.9;0.26;0.41
1637;1637;6.4;0.34;0.23
1638;1638;6.5;0.28;0.35
1639;1639;7.2;0.21;0.41
1640;1640;6.4;0.32;0.35
1641;1641;6.8;0.24;0.34
1642;1642;6.3;0.23;0.3
1643;1643;6.5;0.28;0.34
1644;1644;5.6;0.26;0.26
1645;1645;6.3;0.23;0.33
1646;1646;5.8;0.27;0.27
1647;1647;5.9;0.26;0.4
1648;1648;6.6;0.18;0.35
1649;1649;7.4;0.2;0.43
1650;1650;8.0;0.24;0.36
1651;1651;6.4;0.26;0.42
1652;1652;5.4;0.31;0.47
1653;1653;5.4;0.29;0.47
1654;1654;7.1;0.145;0.33
1655;1655;5.6;0.34;0.1
1656;1656;6.7;0.19;0.41
1657;1657;7.8;0.18;0.46
1658;1658;7.6;0.17;0.45
1659;1659;6.3;0.12;0.36
1660;1660;7.3;0.33;0.4
